"","price","date","sqm","postcode","property_type","new_build","estate_type","number","street","town","district","transaction_category","Adress","index","years","bedrooms","bathrooms","en_suite"
"1125",97000,2003-05-23,101,"BA1 6RU","flat","No","leasehold","12","LAMBRIDGE PLACE","BATH","BATH AND NORTH EAST SOMERSET","A","12 LAMBRIDGE PLACE BATH","BATH19",45,2,3,1
"1126",135000,2004-08-10,66,"BA1 7DB","flat","No","leasehold","106","LONDON ROAD WEST","BATH","BATH AND NORTH EAST SOMERSET","A","106 LONDON ROAD WEST BATH","BATH20",36,2,3,1
"1127",52000,1998-06-26,66,"BA1 7DB","flat","No","leasehold","106","LONDON ROAD WEST","BATH","BATH AND NORTH EAST SOMERSET","A","106 LONDON ROAD WEST BATH","BATH20",30,2,3,1
"1128",362000,2006-09-29,176,"BA1 7EN","terraced","No","freehold","22","NORTHEND","BATH","BATH AND NORTH EAST SOMERSET","A","22 NORTHEND BATHEASTON","BATH21",37,6,6,1
"1129",178000,2004-09-24,176,"BA1 7EN","terraced","No","freehold","22","NORTHEND","BATH","BATH AND NORTH EAST SOMERSET","A","22 NORTHEND BATHEASTON","BATH21",35,6,6,1
"1130",220000,2009-06-19,145,"BA1 7HF","semi-detached","No","freehold","24","SEVEN ACRES LANE","BATH","BATH AND NORTH EAST SOMERSET","A","24 SEVEN ACRES LANE BATHEASTON","BATH22",26,5,4,1
"1131",195000,2004-04-30,145,"BA1 7HF","semi-detached","No","freehold","24","SEVEN ACRES LANE","BATH","BATH AND NORTH EAST SOMERSET","A","24 SEVEN ACRES LANE BATHEASTON","BATH22",21,5,4,1
"1132",300000,2004-06-25,288,"BA1 7PP","detached","No","freehold","24","MORRIS LANE","BATH","BATH AND NORTH EAST SOMERSET","A","24 MORRIS LANE BATHFORD","BATH23",112,10,8,1
"1133",379950,2004-11-12,267,"BA1 7PT","detached","No","freehold","18","WARLEIGH DRIVE","BATH","BATH AND NORTH EAST SOMERSET","A","18 WARLEIGH DRIVE BATHEASTON","BATH24",86,5,6,1
"1134",350000,2004-06-21,244,"BA1 7PT","detached","No","freehold","7","WARLEIGH DRIVE","BATH","BATH AND NORTH EAST SOMERSET","A","7 WARLEIGH DRIVE BATHEASTON","BATH25",102,8,6,1
"1135",179950,2004-09-02,65,"BA2 0EJ","terraced","No","freehold","5","BARTHOLOMEW ROW","BATH","BATH AND NORTH EAST SOMERSET","A","5 BARTHOLOMEW ROW TIMSBURY","BATH26",40,2,2,0
"1136",60000,1998-05-01,65,"BA2 0EJ","terraced","No","freehold","5","BARTHOLOMEW ROW","BATH","BATH AND NORTH EAST SOMERSET","A","5 BARTHOLOMEW ROW TIMSBURY","BATH26",34,2,2,0
"1137",219950,2016-06-17,95,"BA2 0NR","terraced","No","freehold","119","GREENVALE DRIVE","BATH","BATH AND NORTH EAST SOMERSET","A","119 GREENVALE DRIVE TIMSBURY","BATH27",38,2,3,0
"1138",169950,2004-06-30,95,"BA2 0NR","semi-detached","No","freehold","119","GREENVALE DRIVE","BATH","BATH AND NORTH EAST SOMERSET","A","119 GREENVALE DRIVE TIMSBURY","BATH27",26,2,3,0
"1139",195000,2004-09-02,148,"BA2 1AQ","terraced","No","freehold","20","LYMORE GARDENS","BATH","BATH AND NORTH EAST SOMERSET","A","20 LYMORE GARDENS BATH","BATH28",34,4,4,1
"1140",130000,2004-08-12,80,"BA2 1BU","flat","No","leasehold","ALBANY COURT","ALBANY ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","ALBANY COURT ALBANY ROAD BATH","BATH29",17,2,3,1
"1141",110000,2004-05-10,80,"BA2 1BU","flat","Yes","leasehold","ALBANY COURT","ALBANY ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","ALBANY COURT ALBANY ROAD BATH","BATH29",17,2,3,1
"1142",128000,2004-03-01,80,"BA2 1BU","flat","Yes","leasehold","ALBANY COURT","ALBANY ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","ALBANY COURT ALBANY ROAD BATH","BATH29",17,2,3,1
"1143",77500,2004-10-22,7,"BA2 1BY","flat","No","leasehold","TYNING HOUSE, 7","HIGH STREET","BATH","BATH AND NORTH EAST SOMERSET","A","TYNING HOUSE, 7 HIGH STREET TWERTON","BATH30",40,1,1,0
"1144",149950,2004-08-11,57,"BA2 1DL","detached","No","freehold","ELEANOR COTTAGES","HOW HILL","BATH","BATH AND NORTH EAST SOMERSET","A","ELEANOR COTTAGES HOW HILL BATH","BATH31",53,2,2,0
"1145",120000,2003-08-07,57,"BA2 1DL","detached","No","freehold","ELEANOR COTTAGES","HOW HILL","BATH","BATH AND NORTH EAST SOMERSET","A","ELEANOR COTTAGES HOW HILL BATH","BATH31",52,2,2,0
"1146",164950,2004-11-19,107,"BA2 1LY","semi-detached","No","freehold","4","THE HOLLOW","BATH","BATH AND NORTH EAST SOMERSET","A","4 THE HOLLOW BATH","BATH32",26,2,3,1
"1147",119950,2002-04-26,107,"BA2 1LY","semi-detached","No","freehold","4","THE HOLLOW","BATH","BATH AND NORTH EAST SOMERSET","A","4 THE HOLLOW BATH","BATH32",24,2,3,1
"1148",460000,2006-09-21,258,"BA2 2AD","detached","No","freehold","1","BLOOMFIELD ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","1 BLOOMFIELD ROAD BATH","BATH33",66,6,4,1
"1149",365000,2004-11-12,258,"BA2 2AD","detached","No","freehold","1","BLOOMFIELD ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","1 BLOOMFIELD ROAD BATH","BATH33",64,6,4,1
"1150",75000,2004-02-27,54,"BA2 2BY","flat","No","leasehold","17B","BLOOMFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","17B BLOOMFIELD PARK BATH","BATH34",53,2,2,1
"1151",143000,2004-11-05,106,"BA2 2EP","flat","No","leasehold","SLADEBROOK COURT","ENGLISHCOMBE LANE","BATH","BATH AND NORTH EAST SOMERSET","A","SLADEBROOK COURT ENGLISHCOMBE LANE BATH","BATH35",61,2,3,0
"1152",210000,2006-07-28,146,"BA2 2JF","terraced","No","freehold","8","MONKSDALE ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","8 MONKSDALE ROAD BATH","BATH36",94,5,4,0
"1153",185000,2004-04-16,146,"BA2 2JF","terraced","No","freehold","8","MONKSDALE ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","8 MONKSDALE ROAD BATH","BATH36",92,5,4,0
"1154",127000,2004-02-06,84,"BA2 2QD","terraced","No","freehold","7","FROME ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","7 FROME ROAD BATH","BATH37",41,2,3,0
"1155",96000,2003-03-13,84,"BA2 2QD","terraced","No","freehold","7","FROME ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","7 FROME ROAD BATH","BATH37",40,2,3,0
"1156",145500,2004-10-11,86,"BA2 2TA","terraced","No","freehold","27","VERNHAM GROVE","BATH","BATH AND NORTH EAST SOMERSET","A","27 VERNHAM GROVE BATH","BATH38",33,2,2,1
"1157",154000,2006-02-17,85,"BA2 2TA","semi-detached","No","freehold","3","VERNHAM GROVE","BATH","BATH AND NORTH EAST SOMERSET","A","3 VERNHAM GROVE BATH","BATH39",27,2,3,1
"1158",140000,2004-02-27,85,"BA2 2TA","semi-detached","Yes","freehold","3","VERNHAM GROVE","BATH","BATH AND NORTH EAST SOMERSET","A","3 VERNHAM GROVE BATH","BATH39",25,2,3,1
"1159",158000,2004-12-09,126,"BA2 2UD","terraced","No","freehold","528","WELLSWAY","BATH","BATH AND NORTH EAST SOMERSET","A","528 WELLSWAY BATH","BATH40",0,4,2,1
"1160",90000,2004-09-28,50,"BA2 3HL","flat","No","leasehold","17","LOWER OLDFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","17 LOWER OLDFIELD PARK ","BATH41",43,2,2,0
"1161",71000,2002-09-27,50,"BA2 3HL","flat","No","leasehold","17","LOWER OLDFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","17 LOWER OLDFIELD PARK ","BATH41",41,2,2,0
"1162",235000,2004-08-26,139,"BA2 3HP","flat","No","leasehold","24","LOWER OLDFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","24 LOWER OLDFIELD PARK BATH","BATH42",28,4,3,1
"1163",165000,2006-10-27,91,"BA2 3LB","flat","No","leasehold","61","UPPER OLDFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","61 UPPER OLDFIELD PARK BATH","BATH43",32,2,3,0
"1164",139000,2004-03-26,91,"BA2 3LB","flat","No","leasehold","61","UPPER OLDFIELD PARK","BATH","BATH AND NORTH EAST SOMERSET","A","61 UPPER OLDFIELD PARK BATH","BATH43",30,2,3,0
"1165",187000,2004-10-15,168,"BA2 3LR","terraced","No","freehold","7","MELCOMBE ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","7 MELCOMBE ROAD BATH","BATH44",112,7,4,0
"1166",335000,2004-12-01,323,"BA2 3NQ","detached","No","freehold","THE COACH HOUSE","JUNCTION ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","THE COACH HOUSE JUNCTION ROAD BATH","BATH45",43,9,8,1
"1167",185950,2004-08-02,145,"BA2 3QB","terraced","No","freehold","21","WEST AVENUE","BATH","BATH AND NORTH EAST SOMERSET","A","21 WEST AVENUE BATH","BATH46",49,4,3,1
"1168",185000,2004-09-24,110,"BA2 3RN","terraced","No","freehold","3","HIGHLAND TERRACE","BATH","BATH AND NORTH EAST SOMERSET","A","3 HIGHLAND TERRACE BATH","BATH47",50,4,3,1
"1169",250000,2015-10-02,99,"BA2 4AR","flat","No","leasehold","4","DUKE STREET","BATH","BATH AND NORTH EAST SOMERSET","A","4 DUKE STREET ","BATH48",50,2,3,1
"1170",205000,2004-12-23,99,"BA2 4AR","flat","No","leasehold","4","DUKE STREET","BATH","BATH AND NORTH EAST SOMERSET","A","4 DUKE STREET ","BATH48",40,2,3,1
"1171",450000,2004-04-20,218,"BA2 4BT","flat","No","leasehold","20","GREAT PULTENEY STREET","BATH","BATH AND NORTH EAST SOMERSET","A","20 GREAT PULTENEY STREET BATH","BATH49",12,7,5,1
"1172",224950,2004-08-27,142,"BA2 4HR","terraced","No","freehold","8","FERRY LANE","BATH","BATH AND NORTH EAST SOMERSET","A","8 FERRY LANE BATH","BATH50",30,4,3,0
"1173",166000,2004-11-30,104,"BA2 4ST","flat","No","leasehold","ATTEWELL COURT","DEVONSHIRE BUILDINGS","BATH","BATH AND NORTH EAST SOMERSET","A","ATTEWELL COURT DEVONSHIRE BUILDINGS BATH","BATH51",69,2,2,0
"1174",103000,2004-04-29,32,"BA2 5EH","terraced","No","freehold","ELNIDO","THE AVENUE","BATH","BATH AND NORTH EAST SOMERSET","A","ELNIDO THE AVENUE COMBE DOWN","BATH52",21,1,2,1
"1175",195000,2010-03-26,122,"BA2 5JW","terraced","No","freehold","ISABELLA COTTAGES","ROCK LANE","BATH","BATH AND NORTH EAST SOMERSET","A","ISABELLA COTTAGES ROCK LANE COMBE DOWN","BATH53",85,4,3,1
"1176",150000,2004-03-24,122,"BA2 5JW","terraced","No","freehold","ISABELLA COTTAGES","ROCK LANE","BATH","BATH AND NORTH EAST SOMERSET","A","ISABELLA COTTAGES ROCK LANE COMBE DOWN","BATH53",79,4,3,1
"1177",128000,2004-05-04,58,"BA2 5PQ","terraced","No","freehold","2","EXMOOR ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","2 EXMOOR ROAD BATH","BATH54",17,2,3,1
"1178",390000,2006-01-24,234,"BA2 5QN","semi-detached","No","freehold","5","FOX HILL","BATH","BATH AND NORTH EAST SOMERSET","A","5 FOX HILL BATH","BATH55",81,8,6,1
"1179",360000,2004-07-09,234,"BA2 5QN","semi-detached","No","freehold","5","FOX HILL","BATH","BATH AND NORTH EAST SOMERSET","A","5 FOX HILL BATH","BATH55",79,8,6,1
"1180",210000,2004-07-19,118,"BA2 6JR","flat","No","leasehold","3","CHATHAM PARK","BATH","BATH AND NORTH EAST SOMERSET","A","3 CHATHAM PARK BATH","BATH56",44,4,5,1
"1181",195000,2004-07-30,106,"BA2 6LJ","flat","No","leasehold","10","BATHWICK STREET","BATH","BATH AND NORTH EAST SOMERSET","A","10 BATHWICK STREET ","BATH57",23,2,2,1
"1182",580000,2004-04-21,287,"BA2 7BG","detached","No","freehold","TITHE BARN END","","BATH","BATH AND NORTH EAST SOMERSET","A","TITHE BARN END  CLAVERTON","BATH58",108,10,8,1
"1183",1750000,2004-07-09,252,"BA2 7BL","detached","No","freehold","PENDRAGON HOUSE","","BATH","BATH AND NORTH EAST SOMERSET","A","PENDRAGON HOUSE  CLAVERTON","BATH59",68,6,7,1
"1184",195000,2004-04-01,130,"BA2 7EL","semi-detached","No","freehold","1","HILLSIDE COTTAGES","BATH","BATH AND NORTH EAST SOMERSET","A","1 HILLSIDE COTTAGES MIDFORD","BATH60",33,4,2,0
"1185",154000,2002-03-15,130,"BA2 7EL","semi-detached","No","freehold","1","HILLSIDE COTTAGES","BATH","BATH AND NORTH EAST SOMERSET","A","1 HILLSIDE COTTAGES MIDFORD","BATH60",31,4,2,0
"1186",238000,2004-08-04,233,"BA2 7FR","detached","No","freehold","31","LOWER STOKE","BATH","WEST WILTSHIRE","A","31 LOWER STOKE LIMPLEY STOKE","BATH61",6,8,4,1
"1187",400000,2004-01-16,312,"BA2 7UA","detached","No","freehold","ROSENEATH","SHARPSTONE","BATH","BATH AND NORTH EAST SOMERSET","A","ROSENEATH SHARPSTONE FRESHFORD","BATH62",106,10,6,1
"1188",181500,2009-01-29,128,"BA2 8DT","terraced","No","freehold","70","BATH ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","70 BATH ROAD PEASEDOWN ST JOHN","BATH63",37,4,3,1
"1189",150000,2004-08-02,128,"BA2 8DT","terraced","No","freehold","70","BATH ROAD","BATH","BATH AND NORTH EAST SOMERSET","A","70 BATH ROAD PEASEDOWN ST JOHN","BATH63",32,4,3,1
"1190",600000,2010-11-10,217,"BA2 8PB","semi-detached","No","freehold","1","WEAVERS ORCHARD","BATH","BATH AND NORTH EAST SOMERSET","A","1 WEAVERS ORCHARD WELLOW","BATH64",12,8,7,1
"1191",485000,2004-12-22,217,"BA2 8PB","semi-detached","No","freehold","1","WEAVERS ORCHARD","BATH","BATH AND NORTH EAST SOMERSET","A","1 WEAVERS ORCHARD WELLOW","BATH64",6,8,7,1
"1192",235000,2010-12-16,159,"BA2 8ST","detached","No","freehold","36","RUSSET WAY","BATH","BATH AND NORTH EAST SOMERSET","A","36 RUSSET WAY PEASEDOWN ST JOHN","BATH65",59,5,4,1
"1193",210000,2004-05-18,159,"BA2 8ST","terraced","No","freehold","36","RUSSET WAY","BATH","BATH AND NORTH EAST SOMERSET","A","36 RUSSET WAY PEASEDOWN ST JOHN","BATH65",52,5,4,1
"1194",177500,2010-06-18,111,"BA2 8SW","semi-detached","No","freehold","37","OLD ENGLAND WAY","BATH","BATH AND NORTH EAST SOMERSET","A","37 OLD ENGLAND WAY PEASEDOWN ST JOHN","BATH66",64,2,3,0
"1195",146500,2004-01-23,111,"BA2 8SW","semi-detached","No","freehold","37","OLD ENGLAND WAY","BATH","BATH AND NORTH EAST SOMERSET","A","37 OLD ENGLAND WAY PEASEDOWN ST JOHN","BATH66",57,2,3,0
"1196",65950,1998-06-24,111,"BA2 8SW","semi-detached","Yes","freehold","37","OLD ENGLAND WAY","BATH","BATH AND NORTH EAST SOMERSET","A","37 OLD ENGLAND WAY PEASEDOWN ST JOHN","BATH66",52,2,3,0
"1197",290000,2012-09-06,216,"BA2 8TY","detached","No","freehold","16","UNDER KNOLL","BATH","BATH AND NORTH EAST SOMERSET","A","16 UNDER KNOLL PEASEDOWN ST JOHN","BATH67",57,8,6,1
"1198",249950,2004-02-05,216,"BA2 8TY","detached","No","freehold","16","UNDER KNOLL","BATH","BATH AND NORTH EAST SOMERSET","A","16 UNDER KNOLL PEASEDOWN ST JOHN","BATH67",48,8,6,1
"1199",249950,2004-02-05,216,"BA2 8TY","detached","No","freehold","16","UNDER KNOLL","BATH","BATH AND NORTH EAST SOMERSET","A","16 UNDER KNOLL PEASEDOWN ST JOHN","BATH67",48,8,6,1
"1200",127950,1999-05-07,216,"BA2 8TY","detached","Yes","freehold","16","UNDER KNOLL","BATH","BATH AND NORTH EAST SOMERSET","A","16 UNDER KNOLL PEASEDOWN ST JOHN","BATH67",43,8,6,1
"1201",265000,2016-04-08,108,"BS13 7DE","semi-detached","No","freehold","6","ALEXANDRA ROAD","BRISTOL","CITY OF BRISTOL","A","6 ALEXANDRA ROAD BEDMINSTER DOWN","BRISTOL1",154,4,1,0
"1202",155950,2010-07-30,94,"BS15 4NE","terraced","No","freehold","7","HIGH STREET","BRISTOL","SOUTH GLOUCESTERSHIRE","A","7 HIGH STREET WARMLEY","BRISTOL2",68,2,2,0
"1203",184000,2012-08-01,97,"BS15 9XD","semi-detached","No","freehold","5","BADEN ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","5 BADEN ROAD KINGSWOOD","BRISTOL3",25,3,3,1
"1204",243000,2010-07-19,148,"BS16 1WG","detached","No","freehold","22","LANCELOT ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","22 LANCELOT ROAD STAPLETON","BRISTOL4",65,4,3,1
"1205",162000,2010-04-01,148,"BS16 2BW","terraced","No","freehold","45","GROVE ROAD","BRISTOL","CITY OF BRISTOL","A","45 GROVE ROAD FISHPONDS","BRISTOL5",25,5,4,1
"1206",114000,2009-03-04,37,"BS16 4JE","semi-detached","No","freehold","68","FRAMPTON CRESCENT","BRISTOL","CITY OF BRISTOL","A","68 FRAMPTON CRESCENT BRISTOL","BRISTOL6",38,2,2,0
"1207",224000,2013-02-05,102,"BS16 5RU","semi-detached","No","freehold","24","NORTH VIEW","BRISTOL","SOUTH GLOUCESTERSHIRE","A","24 NORTH VIEW STAPLE HILL","BRISTOL7",24,3,5,1
"1208",233000,2010-03-12,132,"BS16 6EH","terraced","No","freehold","4","CAVE CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","4 CAVE CLOSE DOWNEND","BRISTOL8",41,4,4,1
"1209",185000,2012-02-10,114,"BS16 9BE","terraced","No","freehold","31","BLACKHORSE ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","31 BLACKHORSE ROAD MANGOTSFIELD","BRISTOL9",48,4,2,0
"1210",200000,2010-05-21,114,"BS16 9BE","terraced","No","freehold","31","BLACKHORSE ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","31 BLACKHORSE ROAD MANGOTSFIELD","BRISTOL9",46,4,2,0
"1211",142950,2013-12-11,79,"BS2 8UW","flat","No","leasehold","DAIRY CROFT","HEPBURN ROAD","BRISTOL","CITY OF BRISTOL","A","DAIRY CROFT HEPBURN ROAD ","BRISTOL10",16,2,3,1
"1212",194000,2013-05-02,88,"BS2 9UP","terraced","No","freehold","19A","LANCASTER ROAD","BRISTOL","CITY OF BRISTOL","A","19A LANCASTER ROAD ","BRISTOL11",102,2,3,1
"1213",178000,2012-08-24,79,"BS20 0HX","flat","No","leasehold","7","PERRETT WAY","BRISTOL","NORTH SOMERSET","A","7 PERRETT WAY HAM GREEN","BRISTOL12",22,2,0,0
"1214",308000,2015-12-16,121,"BS20 6JZ","flat","No","leasehold","GLENMORE COURT, 65 - 67","NORE ROAD","BRISTOL","NORTH SOMERSET","A","GLENMORE COURT, 65 - 67 NORE ROAD PORTISHEAD","BRISTOL13",37,2,3,0
"1215",290000,2015-07-31,121,"BS20 6JZ","flat","No","leasehold","GLENMORE COURT, 65 - 67","NORE ROAD","BRISTOL","NORTH SOMERSET","B","GLENMORE COURT, 65 - 67 NORE ROAD PORTISHEAD","BRISTOL13",37,2,3,0
"1216",95000,2013-05-28,48,"BS20 6NF","flat","No","leasehold","65","BRIARY ROAD","BRISTOL","NORTH SOMERSET","A","65 BRIARY ROAD PORTISHEAD","BRISTOL14",108,2,2,0
"1217",265000,2016-01-07,112,"BS20 7AS","flat","No","leasehold","WATERS EDGE","LOWER BURLINGTON ROAD","BRISTOL","NORTH SOMERSET","A","WATERS EDGE LOWER BURLINGTON ROAD PORTISHEAD","BRISTOL15",81,2,3,1
"1218",148500,2009-05-01,84,"BS20 7BD","terraced","No","freehold","6","SEVILLE COURT","BRISTOL","NORTH SOMERSET","A","6 SEVILLE COURT PORTISHEAD","BRISTOL16",45,2,3,0
"1219",179000,2013-08-16,81,"BS20 7BT","flat","No","leasehold","56","WOODACRE","BRISTOL","NORTH SOMERSET","A","56 WOODACRE PORTISHEAD","BRISTOL17",128,3,2,1
"1220",202000,2013-09-11,82,"BS20 7UF","semi-detached","No","freehold","20","CASWELL LANE","BRISTOL","NORTH SOMERSET","A","20 CASWELL LANE PORTBURY","BRISTOL18",29,2,3,1
"1221",249950,2012-12-10,143,"BS20 8BP","semi-detached","No","freehold","4","HOLLY RIDGE","BRISTOL","NORTH SOMERSET","A","4 HOLLY RIDGE PORTISHEAD","BRISTOL19",85,5,4,1
"1222",277500,2009-11-20,149,"BS20 8JF","detached","No","freehold","4","HOMESTEAD","BRISTOL","NORTH SOMERSET","A","4 HOMESTEAD PORTISHEAD","BRISTOL20",29,5,4,1
"1223",450000,2010-11-12,262,"BS20 8NB","detached","No","freehold","17","CHARLCOMBE RISE","BRISTOL","NORTH SOMERSET","A","17 CHARLCOMBE RISE PORTISHEAD","BRISTOL21",103,8,6,1
"1224",216500,2015-10-08,125,"BS3 3LS","terraced","No","freehold","2","SOUTH ROAD","BRISTOL","CITY OF BRISTOL","A","2 SOUTH ROAD BEDMINSTER","BRISTOL22",79,4,3,1
"1225",227500,2012-08-29,182,"BS30 6HA","detached","No","freehold","96","LUDLOW CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","96 LUDLOW CLOSE WILLSBRIDGE","BRISTOL23",6,6,5,1
"1226",151000,2012-10-19,58,"BS30 8GL","terraced","No","freehold","39","TURNBERRY","BRISTOL","SOUTH GLOUCESTERSHIRE","A","39 TURNBERRY WARMLEY","BRISTOL24",66,2,3,1
"1227",210000,2012-07-16,90,"BS30 8TT","semi-detached","No","freehold","25","NORTH STREET","BRISTOL","SOUTH GLOUCESTERSHIRE","A","25 NORTH STREET OLDLAND COMMON","BRISTOL25",58,2,3,1
"1228",315000,2013-07-31,147,"BS30 9DB","semi-detached","No","freehold","158","BATH ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","158 BATH ROAD LONGWELL GREEN","BRISTOL26",30,5,6,1
"1229",230000,2016-02-26,108,"BS30 9ST","terraced","No","freehold","17","TUDOR CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","17 TUDOR CLOSE OLDLAND COMMON","BRISTOL27",14,4,4,1
"1230",246000,2010-07-09,177,"BS31 1DB","detached","No","freehold","2A","SHERWOOD ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","2A SHERWOOD ROAD KEYNSHAM","BRISTOL28",95,6,5,1
"1231",245000,2016-04-08,86,"BS31 1UL","flat","No","leasehold","VICTORIA HOUSE","DAPPS HILL","BRISTOL","BATH AND NORTH EAST SOMERSET","A","VICTORIA HOUSE DAPPS HILL KEYNSHAM","BRISTOL29",83,2,4,1
"1232",245000,2012-03-23,136,"BS31 2EN","semi-detached","No","freehold","101","ST LADOC ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","101 ST LADOC ROAD KEYNSHAM","BRISTOL30",17,4,2,0
"1233",172000,2012-08-17,95,"BS31 2TR","terraced","No","freehold","29","WILLOW WALK","BRISTOL","BATH AND NORTH EAST SOMERSET","A","29 WILLOW WALK KEYNSHAM","BRISTOL31",44,2,3,1
"1234",510000,2013-06-07,325,"BS31 3AP","detached","No","freehold","2","BOYD ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","2 BOYD ROAD SALTFORD","BRISTOL32",6,6,6,1
"1235",320000,2016-01-05,145,"BS31 3AP","semi-detached","No","freehold","30","BOYD ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","30 BOYD ROAD SALTFORD","BRISTOL33",65,5,4,0
"1236",280000,2013-11-29,145,"BS31 3AP","semi-detached","No","freehold","30","BOYD ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","30 BOYD ROAD SALTFORD","BRISTOL33",63,5,4,0
"1237",203000,2013-05-24,104,"BS31 3BY","semi-detached","No","freehold","2","WEDMORE ROAD","BRISTOL","BATH AND NORTH EAST SOMERSET","A","2 WEDMORE ROAD SALTFORD","BRISTOL34",67,2,3,1
"1238",232000,2016-04-29,122,"BS32 8AB","terraced","No","freehold","14","THE CULVERT","BRISTOL","SOUTH GLOUCESTERSHIRE","A","14 THE CULVERT BRADLEY STOKE","BRISTOL35",26,4,2,0
"1239",141000,2009-12-17,69,"BS32 8DQ","terraced","No","freehold","92","THE WORTHYS","BRISTOL","SOUTH GLOUCESTERSHIRE","A","92 THE WORTHYS BRADLEY STOKE","BRISTOL36",47,2,3,1
"1240",271000,2016-07-07,124,"BS32 8TB","semi-detached","No","freehold","9","THREE BROOKS LANE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","9 THREE BROOKS LANE BRADLEY STOKE","BRISTOL37",92,4,4,1
"1241",183000,2012-10-11,124,"BS32 8TB","semi-detached","No","freehold","9","THREE BROOKS LANE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","9 THREE BROOKS LANE BRADLEY STOKE","BRISTOL37",88,4,4,1
"1242",250000,2009-10-22,194,"BS34 5JG","detached","No","freehold","109","GLOUCESTER ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","109 GLOUCESTER ROAD PATCHWAY","BRISTOL38",12,6,4,0
"1243",183000,2016-05-25,121,"BS34 5LW","terraced","No","freehold","213","CONISTON ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","213 CONISTON ROAD PATCHWAY","BRISTOL39",28,4,3,1
"1244",189000,2016-01-29,96,"BS34 5RL","terraced","No","freehold","10","LINNET CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","10 LINNET CLOSE PATCHWAY","BRISTOL40",22,2,3,1
"1245",172500,2009-08-10,107,"BS34 6JR","semi-detached","No","freehold","13","LAWFORD AVENUE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","13 LAWFORD AVENUE LITTLE STOKE","BRISTOL41",49,2,3,1
"1246",154500,2010-09-17,82,"BS34 6RF","terraced","No","freehold","22","ASH CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","22 ASH CLOSE LITTLE STOKE","BRISTOL42",51,2,2,1
"1247",210000,2015-09-23,75,"BS34 6RG","semi-detached","No","freehold","7","ELM CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","7 ELM CLOSE LITTLE STOKE","BRISTOL43",162,3,3,1
"1248",148000,2013-02-11,107,"BS34 7AY","terraced","No","freehold","880","FILTON AVENUE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","880 FILTON AVENUE FILTON","BRISTOL44",31,2,2,1
"1249",140000,2009-06-16,107,"BS34 7AY","terraced","No","freehold","880","FILTON AVENUE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","880 FILTON AVENUE FILTON","BRISTOL44",27,2,2,1
"1250",202500,2010-06-02,108,"BS35 1SX","semi-detached","No","freehold","23","DYRHAM CLOSE","BRISTOL","SOUTH GLOUCESTERSHIRE","A","23 DYRHAM CLOSE THORNBURY","BRISTOL45",14,2,2,1
"1251",482810,2015-11-14,281,"BS35 3JA","detached","No","freehold","FOX BARN","BRISTOL ROAD","BRISTOL","SOUTH GLOUCESTERSHIRE","A","FOX BARN BRISTOL ROAD THORNBURY","BRISTOL46",65,8,6,1
